P0,P1,P2,P3,P4
PRIVATE LABEL,8839999816612,0.5,MIXED BERRY,LOW FAT
PRIVATE LABEL,8839999815907,0.5,MIXED BERRY,NONFAT
PRIVATE LABEL,8839999815752,1,MIXED BERRY,1% MILKFAT
PRIVATE LABEL,8839999816985,2,MIXED BERRY,LOW FAT
PRIVATE LABEL,8839999816108,0.375,ORANGE CREAM,NONFAT
PRIVATE LABEL,8839999816224,0.375,ORANGE CREME,1% MILKFAT
PRIVATE LABEL,8839999816613,0.25,ORANGE CREAM,LOW FAT
PRIVATE LABEL,8839999816195,0.375,ORANGE CREAM,NONFAT
PRIVATE LABEL,8839999816987,0.375,ORANGE CREAM,1% MILKFAT
PRIVATE LABEL,8839999817094,0.375,ORANGE CREAM,LOW FAT
PRIVATE LABEL,8839999816614,0.5,ORANGE CREAM,LOW FAT
PRIVATE LABEL,8839999816375,0.375,ORANGE,NONFAT
PRIVATE LABEL,8839999815570,0.375,PINEAPPLE,LOW FAT
PRIVATE LABEL,8839999816148,0.375,PINEAPPLE,1% MILKFAT
PRIVATE LABEL,8839999816171,0.375,PINEAPPLE,LOW FAT
PRIVATE LABEL,8839999816690,0.375,PINEAPPLE,1% MILKFAT
PRIVATE LABEL,8839999817074,0.375,PINEAPPLE,LOW FAT
PRIVATE LABEL,8839999816924,0.5,PINEAPPLE,LOW FAT
PRIVATE LABEL,8839999815525,0.375,PEACH,1% MILKFAT
PRIVATE LABEL,8839999815527,0.375,PEACH,1% MILKFAT
PRIVATE LABEL,8839999815863,0.375,PEACH,1% MILKFAT
PRIVATE LABEL,8839999816033,0.375,PEACH,NONFAT
PRIVATE LABEL,8839999816034,0.375,PEACH,LOW FAT
PRIVATE LABEL,8839999816069,0.375,PEACH,1% MILKFAT
PRIVATE LABEL,8839999816211,0.375,PEACH,LOW FAT
PRIVATE LABEL,8839999816314,0.375,PEACH,1% MILKFAT
PRIVATE LABEL,8839999816773,0.375,PEACH,2% LOWFAT
PRIVATE LABEL,8839999816873,0.375,PEACH,1% MILKFAT
PRIVATE LABEL,8839999815619,0.375,PEACH,FAT FREE
PRIVATE LABEL,8839999815982,0.375,PEACH,FAT FREE
PRIVATE LABEL,8839999816872,0.375,PEACH,FAT FREE
PRIVATE LABEL,8839999815620,1,PEACH,LOW FAT
PRIVATE LABEL,8839999815621,2,PEACH,LOW FAT
PRIVATE LABEL,8839999816519,2,PEACH,LOW FAT
PRIVATE LABEL,8839999815622,0.5,PEACH,LOW FAT
PRIVATE LABEL,8839999815792,0.5,PEACH,LOW FAT
PRIVATE LABEL,8839999815908,0.5,PEACH,LOW FAT
PRIVATE LABEL,8839999816061,0.5,PEACH,LOW FAT
PRIVATE LABEL,8839999816293,0.5,PEACH,LOW FAT
PRIVATE LABEL,8839999816332,0.5,PEACH,LOW FAT
PRIVATE LABEL,8839999817162,0.5,PEACH,LOW FAT
PRIVATE LABEL,8839999815572,0.375,PEACH,LOW FAT
PRIVATE LABEL,8839999815575,0.375,PEACH,LOW FAT
PRIVATE LABEL,8839999815687,0.375,PEACH,LOW FAT
PRIVATE LABEL,8839999815725,0.375,PEACH,LOW FAT
PRIVATE LABEL,8839999815753,0.375,PEACH,LOW FAT
PRIVATE LABEL,8839999815803,0.375,PEACH,LOW FAT
PRIVATE LABEL,8839999816030,0.375,PEACH,LOW FAT
PRIVATE LABEL,8839999816126,0.375,PEACH,LOW FAT
PRIVATE LABEL,8839999816348,0.375,PEACH,LOW FAT
PRIVATE LABEL,8839999815805,1,PEACH,NONFAT
PRIVATE LABEL,8839999815886,1,PEACH,NONFAT
PRIVATE LABEL,8839999816031,2,PEACH,NONFAT
PRIVATE LABEL,8839999816377,2,PEACH,NONFAT
PRIVATE LABEL,8839999815623,0.5,PEACH,NONFAT
PRIVATE LABEL,8839999815877,0.5,PEACH,NONFAT
PRIVATE LABEL,8839999815909,0.5,PEACH,NONFAT
PRIVATE LABEL,8839999815983,0.5,PEACH,NONFAT
PRIVATE LABEL,8839999816261,0.5,PEACH,NONFAT
PRIVATE LABEL,8839999816471,0.5,PEACH,NONFAT
PRIVATE LABEL,8839999816615,0.5,PEACH,NONFAT
PRIVATE LABEL,8839999817163,0.5,PEACH,NONFAT
PRIVATE LABEL,8839999816198,1.5,PEACH,NONFAT
PRIVATE LABEL,8839999815523,0.375,PEACH,NONFAT
PRIVATE LABEL,8839999815755,0.375,PEACH,NONFAT
PRIVATE LABEL,8839999815804,0.375,PEACH,NONFAT
PRIVATE LABEL,8839999816082,0.375,PEACH,NONFAT
PRIVATE LABEL,8839999816111,0.375,PEACH,NONFAT
PRIVATE LABEL,8839999816197,0.375,PEACH,NONFAT
PRIVATE LABEL,8839999816344,0.375,PEACH,NONFAT
PRIVATE LABEL,8839999816557,0.375,PEACH,NONFAT
PRIVATE LABEL,8839999816638,0.375,PEACH,NONFAT
PRIVATE LABEL,8839999816771,0.375,PEACH,NONFAT
PRIVATE LABEL,8839999816901,0.375,PEACH,NONFAT
PRIVATE LABEL,8839999816958,0.375,PEACH,NONFAT
PRIVATE LABEL,8839999817095,0.375,PEACH,NONFAT
PRIVATE LABEL,8839999815689,1,PEACH,1% MILKFAT
PRIVATE LABEL,8839999815938,2,PEACH,LOW FAT
PRIVATE LABEL,8839999815526,0.5,PEACH,1% MILKFAT
PRIVATE LABEL,8839999815528,0.5,PEACH,1% MILKFAT
PRIVATE LABEL,8839999815824,0.5,PEACH,1% MILKFAT
PRIVATE LABEL,8839999816632,4.5,PEACH,1% MILKFAT
PRIVATE LABEL,8839999816801,0.375,PEACH,LOW FAT
PRIVATE LABEL,8839999815842,0.375,PEACH,LOW FAT
PRIVATE LABEL,8839999815870,0.375,PEACH,99% FAT FREE
PRIVATE LABEL,8839999815529,0.375,PINA COLADA,NONFAT
PRIVATE LABEL,8839999815756,0.375,PINA COLADA,LOW FAT
PRIVATE LABEL,8839999815843,0.375,PINA COLADA,LOW FAT
PRIVATE LABEL,8839999815984,0.375,PINA COLADA,FAT FREE
PRIVATE LABEL,8839999816035,0.375,PINA COLADA,1% MILKFAT
PRIVATE LABEL,8839999816521,0.375,PINA COLADA,LOW FAT
PRIVATE LABEL,8839999816803,0.375,PINA COLADA,LOW FAT
PRIVATE LABEL,8839999816837,0.375,PINA COLADA,1% MILKFAT
PRIVATE LABEL,8839999816991,0.375,PINA COLADA,1% MILKFAT
PRIVATE LABEL,8839999817096,0.375,PINA COLADA,LOW FAT
PRIVATE LABEL,8839999816414,2,PINA COLADA,LOW FAT
PRIVATE LABEL,8839999817035,0.5,PINA COLADA,LOW FAT
PRIVATE LABEL,8839999816263,0.5,PINA COLADA,NONFAT
PRIVATE LABEL,8839999817066,0.5,PINA COLADA,NONFAT
PRIVATE LABEL,8839999815626,0.375,PEACH MANGO,LOW FAT
PRIVATE LABEL,8839999816237,0.375,PEACH MANGO,1% MILKFAT
PRIVATE LABEL,8839999816994,0.375,PEACH MANGO,NONFAT
PRIVATE LABEL,8839999816617,0.5,PEACHES & CREAM,LOW FAT
PRIVATE LABEL,8839999816616,0.25,PEACHES & CREAM,LOW FAT
PRIVATE LABEL,8839999815985,0.375,MISSING,FAT FREE
PRIVATE LABEL,8839999816591,0.5,MISSING,NONFAT
PRIVATE LABEL,8839999816524,0.375,MISSING,LOW FAT
PRIVATE LABEL,8839999816037,0.375,MISSING,NONFAT
PRIVATE LABEL,8839999816378,0.375,MISSING,NONFAT
PRIVATE LABEL,8839999815533,0.375,PLAIN,1% MILKFAT
PRIVATE LABEL,8839999816213,0.375,PLAIN,1% MILKFAT
PRIVATE LABEL,8839999816651,1.6875,PLAIN,LOW FAT
PRIVATE LABEL,8839999816200,0.375,PLAIN,FAT FREE
PRIVATE LABEL,8839999815912,2,PLAIN,FAT FREE
PRIVATE LABEL,8839999816783,2,PLAIN,FAT FREE
PRIVATE LABEL,8839999816996,2,PLAIN,FAT FREE
PRIVATE LABEL,8839999816356,2,PLAIN,LOW FAT
PRIVATE LABEL,8839999817164,2,PLAIN,LOW FAT
PRIVATE LABEL,8839999815913,0.5,PLAIN,LOW FAT
PRIVATE LABEL,8839999815530,2,PLAIN,LOW FAT
PRIVATE LABEL,8839999815730,2,PLAIN,NONFAT
PRIVATE LABEL,8839999816112,2,PLAIN,LOW FAT
PRIVATE LABEL,8839999816212,2,PLAIN,LOW FAT
PRIVATE LABEL,8839999816618,2,PLAIN,LOW FAT
PRIVATE LABEL,8839999817037,2,PLAIN,LOW FAT
PRIVATE LABEL,8839999817097,2,PLAIN,LOW FAT
PRIVATE LABEL,8839999815577,0.375,PLAIN,LOW FAT
PRIVATE LABEL,8839999817153,0.375,PLAIN,LOW FAT
PRIVATE LABEL,8839999816038,2,PLAIN,NONFAT
PRIVATE LABEL,8839999816113,2,PLAIN,NONFAT
PRIVATE LABEL,8839999816333,2,PLAIN,NONFAT
PRIVATE LABEL,8839999815914,0.5,PLAIN,NONFAT
PRIVATE LABEL,8839999815757,1.5,PLAIN,NONFAT
PRIVATE LABEL,8839999816695,1.5,PLAIN,FAT FREE
PRIVATE LABEL,8839999815531,2,PLAIN,NONFAT
PRIVATE LABEL,8839999815825,2,PLAIN,NONFAT
PRIVATE LABEL,8839999816264,2,PLAIN,NONFAT
PRIVATE LABEL,8839999816619,2,PLAIN,NONFAT
PRIVATE LABEL,8839999816639,2,PLAIN,FAT FREE
PRIVATE LABEL,8839999817040,2,PLAIN,NONFAT
PRIVATE LABEL,8859999864628,2,PLAIN,NONFAT
PRIVATE LABEL,8839999815627,0.375,PLAIN,NONFAT
PRIVATE LABEL,8839999816874,0.375,PLAIN,NONFAT
PRIVATE LABEL,8839999817039,0.375,PLAIN,NONFAT
PRIVATE LABEL,8839999815986,2,PLAIN,WHOLE
PRIVATE LABEL,8839999816592,2,PLAIN,WHOLE
PRIVATE LABEL,8839999816620,2,PLAIN,WHOLE
PRIVATE LABEL,8839999815987,2,PLAIN,1.5% MILKFAT
PRIVATE LABEL,8839999816860,2,PLAIN,1.5% MILKFAT
PRIVATE LABEL,8839999815532,0.5,PLAIN,1.5% MILKFAT
PRIVATE LABEL,8839999816859,0.5,PLAIN,1.5% MILKFAT
PRIVATE LABEL,8839999815941,2,PLAIN,1% MILKFAT
PRIVATE LABEL,8839999816754,2,PLAIN,1% MILKFAT
PRIVATE LABEL,8839999816998,2,PLAIN,LOW FAT
PRIVATE LABEL,8839999816738,0.375,POMEGRANATE,FAT FREE
PRIVATE LABEL,8839999816999,0.375,POMEGRANATE,NONFAT
PRIVATE LABEL,8839999816861,0.5,MISSING,FAT FREE
PRIVATE LABEL,8839999816696,0.375,MISSING,NONFAT
PRIVATE LABEL,8839999816818,0.375,PINEAPPLE ORANGE,1% MILKFAT
PRIVATE LABEL,8839999816529,0.375,MISSING,NONFAT
PRIVATE LABEL,8839999815942,0.375,PNAPL ORANGE BANANA,LOW FAT
PRIVATE LABEL,8839999817076,0.375,PINEAPPLE CHERRY,1% MILKFAT
PRIVATE LABEL,8839999816114,0.375,RED CHERRY,LOW FAT
PRIVATE LABEL,8839999815988,0.5,RED RASPBERRY,NONFAT
PRIVATE LABEL,8839999817132,0.375,RASPBERRY,NONFAT
PRIVATE LABEL,8839999816350,0.375,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999815537,0.375,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999815633,0.375,RASPBERRY,1% MILKFAT
PRIVATE LABEL,8839999815864,0.375,RASPBERRY,1% MILKFAT
PRIVATE LABEL,8839999816041,0.375,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999816043,0.375,RASPBERRY,NONFAT
PRIVATE LABEL,8839999816044,0.375,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999816070,0.375,RASPBERRY,1% MILKFAT
PRIVATE LABEL,8839999816214,0.375,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999816315,0.375,RASPBERRY,1% MILKFAT
PRIVATE LABEL,8839999815630,0.375,RASPBERRY,FAT FREE
PRIVATE LABEL,8839999817098,0.375,RASPBERRY,FAT FREE
PRIVATE LABEL,8839999815631,2,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999816296,2,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999817134,2,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999817155,2,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999815580,0.5,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999815632,0.5,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999815837,0.5,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999816062,0.5,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999816421,0.5,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999815578,0.375,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999815581,0.375,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999815758,0.375,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999815826,0.375,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999815943,0.375,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999816127,0.375,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999816174,0.375,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999816379,0.375,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999816960,0.375,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999815887,1,RASPBERRY,NONFAT
PRIVATE LABEL,8839999817042,1,RASPBERRY,NONFAT
PRIVATE LABEL,8839999815848,0.5,RASPBERRY,NONFAT
PRIVATE LABEL,8839999815915,0.5,RASPBERRY,NONFAT
PRIVATE LABEL,8839999816335,0.5,RASPBERRY,NONFAT
PRIVATE LABEL,8839999816593,0.5,RASPBERRY,NONFAT
PRIVATE LABEL,8839999817165,0.5,RASPBERRY,NONFAT
PRIVATE LABEL,8839999815534,0.375,RASPBERRY,NONFAT
PRIVATE LABEL,8839999815760,0.375,RASPBERRY,NONFAT
PRIVATE LABEL,8839999816116,0.375,RASPBERRY,NONFAT
PRIVATE LABEL,8839999816298,0.375,RASPBERRY,NONFAT
PRIVATE LABEL,8839999816533,0.375,RASPBERRY,FAT FREE
PRIVATE LABEL,8839999816559,0.375,RASPBERRY,NONFAT
PRIVATE LABEL,8839999816775,0.375,RASPBERRY,NONFAT
PRIVATE LABEL,8839999816902,0.375,RASPBERRY,NONFAT
PRIVATE LABEL,8839999816961,0.375,RASPBERRY,NONFAT
PRIVATE LABEL,8839999815849,0.5,RASPBERRY,1% LOWFAT
PRIVATE LABEL,8839999817166,0.5,RASPBERRY,1% LOWFAT
PRIVATE LABEL,8839999816042,2,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999815536,0.5,RASPBERRY,1% MILKFAT
PRIVATE LABEL,8839999815538,0.5,RASPBERRY,1% MILKFAT
PRIVATE LABEL,8839999816000,0.5,RASPBERRY,1% MILKFAT
PRIVATE LABEL,8839999816621,0.5,RASPBERRY,1% MILKFAT
PRIVATE LABEL,8839999816805,0.375,RASPBERRY,97% FAT FREE
PRIVATE LABEL,8839999815844,0.375,RASPBERRY,99% FAT FREE
PRIVATE LABEL,8839999815871,0.375,RASPBERRY,99% FAT FREE
PRIVATE LABEL,8839999816862,1.125,RASPBRY & TRPCL FRT,LOW FAT
PRIVATE LABEL,8839999816814,1.125,MISSING,MISSING
PRIVATE LABEL,8839999816009,0.375,MISSING,LOW FAT
PRIVATE LABEL,8839999816351,0.375,MISSING,1% MILKFAT
PRIVATE LABEL,8839999816299,0.5,SPICED APPLE GRANOLA,LOW FAT
PRIVATE LABEL,8839999816423,1.5,MISSING,1% MILKFAT
PRIVATE LABEL,8839999815891,1.125,STRWBRRY BN & MLNBRY,LOW FAT
PRIVATE LABEL,8839999816741,1.5,MISSING,1% MILKFAT
PRIVATE LABEL,8839999815634,1.125,MISSING,FULL FAT
PRIVATE LABEL,8839999816336,1.125,MISSING,MISSING
PRIVATE LABEL,8839999816820,1.125,MISSING,1% MILKFAT
PRIVATE LABEL,8839999815806,0.375,STRAWBERRY CHS CAKE,NONFAT
PRIVATE LABEL,8839999815542,0.375,STRAWBERRY,1% MILKFAT
PRIVATE LABEL,8839999815543,0.375,STRAWBERRY,1% MILKFAT
PRIVATE LABEL,8839999815865,0.375,STRAWBERRY,1% MILKFAT
PRIVATE LABEL,8839999816048,0.375,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999816049,0.375,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999816050,0.375,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999816071,0.375,STRAWBERRY,1% MILKFAT
PRIVATE LABEL,8839999816215,0.375,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999816316,0.375,STRAWBERRY,1% MILKFAT
PRIVATE LABEL,8839999816698,0.375,STRAWBERRY,.5% MILKFAT
PRIVATE LABEL,8839999816876,0.375,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999816894,0.375,STRAWBERRY,1.5% MILKFAT
PRIVATE LABEL,8839999815636,1.125,STRAWBERRY,FULL FAT
PRIVATE LABEL,8839999816337,1.125,STRAWBERRY,MISSING
PRIVATE LABEL,8839999816815,1.125,STRAWBERRY,MISSING
PRIVATE LABEL,8839999816784,2,STRAWBERRY,FAT FREE
PRIVATE LABEL,8839999815635,0.375,STRAWBERRY,FAT FREE
PRIVATE LABEL,8839999816875,0.375,STRAWBERRY,FAT FREE
PRIVATE LABEL,8839999817101,0.375,STRAWBERRY,FAT FREE
PRIVATE LABEL,8839999815637,1,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999815539,2,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999815734,2,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999816537,2,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999817157,2,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999815585,0.5,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999815587,0.5,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999815638,0.5,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999816175,0.5,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999816302,0.5,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999816622,0.5,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999817056,0.5,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999816699,1.5,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999816427,0.25,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999816963,2,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999815584,0.375,STRAWBERRY,1% MILKFAT
PRIVATE LABEL,8839999815586,0.375,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999815732,0.375,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999815762,0.375,STRAWBERRY,1% MILKFAT
PRIVATE LABEL,8839999815807,0.375,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999816010,0.375,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999816125,0.375,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999816962,0.375,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999816301,1.125,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999816970,1.125,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999815809,1,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999815888,1,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999816046,2,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999816047,2,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999816266,2,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999816381,2,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999815588,0.5,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999815640,0.5,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999815989,0.5,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999816623,0.5,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999816863,0.5,STRAWBERRY,FAT FREE
PRIVATE LABEL,8839999816204,1.5,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999816380,1.5,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999816762,1.5,STRAWBERRY,FAT FREE
PRIVATE LABEL,8839999815540,0.375,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999815764,0.375,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999815808,0.375,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999815916,0.375,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999815969,0.375,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999816119,0.375,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999816203,0.375,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999816382,0.375,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999816560,0.375,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999816640,0.375,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999816903,0.375,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999816964,0.375,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999816864,1.125,STRAWBERRY,REGULAR
PRIVATE LABEL,8839999815704,1,STRAWBERRY,1% MILKFAT
PRIVATE LABEL,8839999815946,2,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999815544,0.5,STRAWBERRY,1% MILKFAT
PRIVATE LABEL,8839999815945,0.5,STRAWBERRY,1% MILKFAT
PRIVATE LABEL,8839999816001,0.5,STRAWBERRY,1% MILKFAT
PRIVATE LABEL,8839999817167,0.5,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999816633,4.5,STRAWBERRY,1% MILKFAT
PRIVATE LABEL,8839999816807,0.375,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999816808,0.375,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999817004,2,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999815872,0.375,STRAWBERRY,99% FAT FREE
PRIVATE LABEL,8839999816151,0.375,STRAWBERRY,99% FAT FREE
PRIVATE LABEL,8839999816712,1.5,STRWBRY BNA & CHERRY,1% MILKFAT
PRIVATE LABEL,8839999816271,1.125,STRWBRY BNA & CHERRY,LOW FAT
PRIVATE LABEL,8839999816643,1.125,STRWBRY BNA & CHERRY,LOW FAT
PRIVATE LABEL,8839999817057,2,STRWBRY BNA & PEACH,NONFAT
PRIVATE LABEL,8839999816702,0.375,STRAWBERRY ORANGE,NONFAT
PRIVATE LABEL,8839999815642,0.375,STRAWBERRY CHSCK,1% MILKFAT
PRIVATE LABEL,8839999815766,0.375,STRAWBERRY CHSCK,LOW FAT
PRIVATE LABEL,8839999815767,0.375,STRAWBERRY CHSCK,NONFAT
PRIVATE LABEL,8839999816624,0.375,STRAWBERRY CHSCK,NONFAT
PRIVATE LABEL,8839999816878,0.375,STRAWBERRY CHSCK,LOW FAT
PRIVATE LABEL,8839999817005,0.375,STRAWBERRY CHSCK,LOW FAT
PRIVATE LABEL,8839999817079,0.375,STRAWBERRY CHSCK,FAT FREE
PRIVATE LABEL,8839999816877,0.5,STRAWBERRY CHSCK,FAT FREE
PRIVATE LABEL,8839999815917,0.5,STRAWBERRY CHSCK,NONFAT
PRIVATE LABEL,8839999815971,0.5,STRAWBERRY CHSCK,NONFAT
PRIVATE LABEL,8839999817067,0.5,STRAWBERRY CHSCK,NONFAT
PRIVATE LABEL,8839999815947,0.375,STRAWBERRY KIWI,NONFAT
PRIVATE LABEL,8839999816430,0.375,STRAWBERRY KIWI,LOW FAT
PRIVATE LABEL,8839999816809,0.375,STRAWBERRY KIWI,1% MILKFAT
PRIVATE LABEL,8839999816904,0.375,STRAWBERRY KIWI,NONFAT
PRIVATE LABEL,8839999817141,0.375,STRAWBERRY KIWI,LOW FAT
PRIVATE LABEL,8839999816432,0.375,STRAWBERRY MANGO,LOW FAT
PRIVATE LABEL,8839999816626,0.5,STRAWBERRY RHUBARB,1% MILKFAT
PRIVATE LABEL,8839999815949,0.375,STRAWBERRY RHUBARB,1% MILKFAT
PRIVATE LABEL,8839999816625,0.375,STRAWBERRY RHUBARB,LOW FAT
PRIVATE LABEL,8839999816052,0.375,STRAWBERRY VANILLA,1% MILKFAT
PRIVATE LABEL,8839999816433,0.375,STRAWBERRY VANILLA,LOW FAT
PRIVATE LABEL,8839999816628,0.5,STRAWBERRY SHORTCAKE,1% MILKFAT
PRIVATE LABEL,8839999816627,0.375,STRAWBERRY SHORTCAKE,LOW FAT
PRIVATE LABEL,8839999816713,1.5,STRWBERRY & BLUBERRY,1% MILKFAT
PRIVATE LABEL,8839999816742,1.65,STRWBERRY & BLUBERRY,LOW FAT
PRIVATE LABEL,8839999815858,1.125,STRWBERRY & BLUBERRY,LOW FAT
PRIVATE LABEL,8839999815997,1.125,STRWBERRY & BLUBERRY,LOW FAT
PRIVATE LABEL,8839999816272,1.125,STRWBERRY & BLUBERRY,MISSING
PRIVATE LABEL,8839999816816,1.125,STRWBERRY & BLUBERRY,MISSING
PRIVATE LABEL,8839999816821,1.125,STRWBERRY & BLUBERRY,1% MILKFAT
PRIVATE LABEL,8839999815548,0.5,STRAWBERRY BANANA,1% MILKFAT
PRIVATE LABEL,8839999815550,0.5,STRAWBERRY BANANA,1% MILKFAT
PRIVATE LABEL,8839999817058,0.5,STRAWBERRY BANANA,1.5% LOWFAT
PRIVATE LABEL,8839999816635,4.5,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999815545,0.375,STRAWBERRY BANANA,NONFAT
PRIVATE LABEL,8839999815547,0.375,STRAWBERRY BANANA,1% MILKFAT
PRIVATE LABEL,8839999815549,0.375,STRAWBERRY BANANA,1% MILKFAT
PRIVATE LABEL,8839999815589,0.375,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999815592,0.375,STRAWBERRY BANANA,1% MILKFAT
PRIVATE LABEL,8839999815644,0.375,STRAWBERRY BANANA,FAT FREE
PRIVATE LABEL,8839999815735,0.375,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999815769,0.375,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999815770,0.375,STRAWBERRY BANANA,NONFAT
PRIVATE LABEL,8839999815810,0.375,STRAWBERRY BANANA,NONFAT
PRIVATE LABEL,8839999815831,0.375,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999815873,0.375,STRAWBERRY BANANA,99% FAT FREE
PRIVATE LABEL,8839999815972,0.375,STRAWBERRY BANANA,NONFAT
PRIVATE LABEL,8839999816054,0.375,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999816072,0.375,STRAWBERRY BANANA,1% MILKFAT
PRIVATE LABEL,8839999816176,0.375,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999816206,0.375,STRAWBERRY BANANA,NONFAT
PRIVATE LABEL,8839999816353,0.375,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999816385,0.375,STRAWBERRY BANANA,NONFAT
PRIVATE LABEL,8839999816646,0.375,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999816779,0.375,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999816839,0.375,STRAWBERRY BANANA,NONFAT
PRIVATE LABEL,8839999816879,0.375,STRAWBERRY BANANA,FAT FREE
PRIVATE LABEL,8839999816880,0.375,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999816895,0.375,STRAWBERRY BANANA,NONFAT
PRIVATE LABEL,8839999816905,0.375,STRAWBERRY BANANA,NONFAT
PRIVATE LABEL,8839999816966,0.375,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999816967,0.375,STRAWBERRY BANANA,NONFAT
